serial_number,terminal_id,deployment_date
0821746271,131704,2022-04-21
0822059123,58038,2021-05-10
0821543471,24805,2020-11-29
0821537153,10273,2020-10-08
0821872762,50948,2021-04-15
0822061746,59306,2021-05-18
0821708943,11824,2020-10-15
0821578585,15375,2020-10-28
0822234117,78269,2021-08-25
1850047224,118519,2022-02-21
0821537693,5392,2020-09-03
0821895651,847188,2025-01-23
0821873263,823656,2024-10-31
0822237988,75849,2021-08-16
0821894994,427586,2022-12-10
1850075789,862923,2025-03-13
0821927437,90965,2021-10-10
0821707480,129584,2022-04-12
0822244052,201335,2022-08-07
0821931699,362961,2022-10-31
0821587861,19564,2020-11-12
0821892016,553014,2023-05-14
0821537765,836212,2024-12-13
1850075936,421317,2022-11-30
0822237074,587878,2023-06-13
1850037330,638954,2023-08-07
1850054266,911731,2025-08-20
0821873137,897452,2025-07-10
1850048008,631545,2023-07-27
0821544098,640625,2023-08-09
0821386262,898571,2025-07-14
0821894543,797067,2024-07-04
0821872844,475390,2023-02-20
1850030773,785143,2024-05-09
0821543743,770746,2024-03-08
0821585980,491776,2023-03-12
0821543904,776061,2024-04-01
0821580884,7018,2020-09-21
0821895422,60793,2021-05-23
0822063111,77566,2021-08-23
0822240121,294364,2022-09-12
0821543471,24778,2020-11-29
0821895422,60397,2021-05-22
0821872762,51651,2021-04-18
0821895284,98933,2021-11-10
1850081717,101798,2021-11-22
0822062234,297718,2022-09-13
0821591170,88651,2021-09-29
0821874048,159230,2022-06-19
0822298525,879806,2025-05-15
0821114884,820,2020-01-20
0821580851,7948,2020-09-27
0821895422,63142,2021-06-01
0821705931,11592,2020-10-14
0821895422,70817,2021-07-11
0821706609,9391,2020-10-04
0821542916,32106,2021-02-01
0821587355,13556,2020-10-22
0821706220,812708,2024-09-12
0821708610,64979,2021-06-07
0822235638,68010,2021-06-28
0822209314,59185,2021-05-18
0821873949,43635,2021-03-15
0821897282,819982,2024-10-16
1850082841,873820,2025-04-24
0821579608,710499,2023-12-12
1850074039,103898,2021-12-05
0822236551,66382,2021-06-17
0821935054,111677,2022-01-18
0821545918,151821,2022-06-09
0822240163,157744,2022-06-16
0822298311,224517,2022-08-16
1850049275,95012,2021-10-25
0821708785,466840,2023-02-12
0821578216,19949,2020-11-14
0821870961,468846,2023-02-14
0821934175,112605,2022-01-23
0822235570,816850,2024-10-01
1850075936,806346,2024-08-15
1850034047,602080,2023-06-22
0821892296,793395,2024-06-13
1850048145,131803,2022-04-22
0821570352,169493,2022-07-07
1850048469,178930,2022-07-26
0821578585,300332,2022-09-14
1850030773,404565,2022-11-10
0821797692,653748,2023-08-29
0822234043,86095,2021-09-20
0821929734,53333,2021-04-24
0821538807,33078,2021-02-07
0822237197,93869,2021-10-20
0821892537,811911,2024-09-09
0821931733,117413,2022-02-15
1180120802,904144,2025-07-29
1850033942,664333,2023-09-12
0821932007,752395,2023-12-20
0821386141,2488,2020-07-08
0821536507,6025,2020-09-12
0821579459,21072,2020-11-17
0821536868,5030,2020-08-30
0821748438,26600,2020-12-24
0821539192,425197,2022-12-06
0821895422,60872,2021-05-23
0821929278,89492,2021-10-03
0821872436,481604,2023-02-28
0821893806,895208,2025-07-02
0821579668,30458,2021-01-19
0821928152,56484,2021-05-05
0821929323,52572,2021-04-22
0821798718,95538,2021-10-26
0821385797,2281,2020-07-02
0822239606,915696,2025-09-03
0821706257,764167,2024-02-11
0821932006,52564,2021-04-21
0821542655,26477,2020-12-23
0821705337,32970,2021-02-07
0821928251,42705,2021-03-10
0821893370,44344,2021-03-18
0822312289,446377,2023-01-11
0822238664,72259,2021-07-28
1850039040,446959,2023-01-11
0821896593,909516,2025-08-13
0822238261,575066,2023-06-03
0821930642,130306,2022-04-14
0821707377,844279,2025-01-13
0822311797,88751,2021-09-29
0821936298,57091,2021-05-07
0822242257,87970,2021-09-27
0822254012,90464,2021-10-07
0822240163,72798,2021-08-01
0822060000,61143,2021-05-24
1850074325,871057,2025-04-14
0822319909,84427,2021-09-13
0821705337,103476,2021-12-01
0821589342,787856,2024-05-21
0821542636,110647,2022-01-12
0822216085,897368,2025-07-10
0822240245,319885,2022-09-26
0822298194,799835,2024-07-17
0821932928,465447,2023-02-08
1850037186,89932,2021-10-05
0821935546,508850,2023-04-08
0821931999,111738,2022-01-18
1850047755,123740,2022-03-14
0821570523,796268,2024-07-01
0822236780,120134,2022-03-01
0821298630,781918,2024-04-28
V9E0012776,907176,2025-08-06
0821543743,640324,2023-08-09
0821935718,698824,2023-10-31
0821211449,761235,2024-01-29
0822236009,881534,2025-05-18
0822319833,861722,2025-03-10
0822317798,859983,2025-03-04
0821570264,4211,2020-08-24
0821211486,884428,2025-05-26
0822235253,823776,2024-10-31
0821929953,862870,2025-03-13
0821894341,320699,2022-09-26
0821390554,865918,2025-03-24
0821897213,877393,2025-05-08
0821895340,52589,2021-04-22
0821897172,780816,2024-04-22
0822235065,419605,2022-11-28
0821536670,139952,2022-05-26
0822237063,886823,2025-06-02
0821931174,46767,2021-03-29
1850076053,96203,2021-10-28
V9E0017440,856787,2025-02-23
1850034446,101795,2021-11-22
0821929822,756445,2024-01-08
1850042080,428087,2022-12-11
0821800842,26403,2020-12-23
0821935961,90761,2021-10-10
0821873590,172605,2022-07-17
0822240747,358745,2022-10-27
0821927366,371284,2022-11-06
0821587773,883433,2025-05-22
0822235064,883262,2025-05-22
0821570352,826684,2024-11-11
1850047587,98730,2021-11-09
0821891278,587168,2023-06-12
0821897358,809754,2024-09-01
0821872819,132193,2022-04-25
V9E0011857,865130,2025-03-20
0821587861,793358,2024-06-12
0822315560,647849,2023-08-20
1850075074,146980,2022-06-05
1850037982,901952,2025-07-23
0821707338,821146,2024-10-21
1850083242,124799,2022-03-17
0821748486,753916,2023-12-26
0821896711,357484,2022-10-25
0821933928,866961,2025-03-26
0821872857,819663,2024-10-15
0822060191,323867,2022-09-28
V9E0017588,866465,2025-03-25
0821537026,5695,2020-09-08
1850080011,859995,2025-03-04
0822244354,89861,2021-10-04
0821538171,901612,2025-07-22
1850081015,93953,2021-10-20
1850039597,152432,2022-06-11
1850047587,228784,2022-08-18
1850027744,312147,2022-09-21
0822295921,75847,2021-08-16
0821580563,104463,2021-12-07
0822236554,854635,2025-02-17
0821936493,111423,2022-01-17
0821350427,889919,2025-06-15
0822237955,819214,2024-10-13
1850039895,300282,2022-09-14
0821539145,116163,2022-02-09
0821873779,50434,2021-04-14
0821895913,53092,2021-04-24
0822244360,86928,2021-09-22
0822235242,76069,2021-08-17
0822240081,902759,2025-07-25
0822242091,901196,2025-07-21
0822254144,909321,2025-08-12
0821589292,15088,2020-10-27
0821933349,130877,2022-04-18
0821748553,131613,2022-04-21
0822253186,95195,2021-10-26
1850037372,100117,2021-11-15
0821892412,124932,2022-03-18
0821579459,21147,2020-11-17
0821928816,58615,2021-05-12
0821537730,881125,2025-05-17
0822234043,878267,2025-05-12
0821893140,51297,2021-04-17
0821891363,28777,2021-01-10
0821892574,408627,2022-11-16
0821705117,29447,2021-01-14
0821542880,17221,2020-11-03
0821929953,32118,2021-02-01
0821579459,21116,2020-11-17
0821932662,46077,2021-03-25
0821934939,55256,2021-05-01
0821541494,19291,2020-11-11
0821895630,45464,2021-03-23
0821929495,61039,2021-05-24
0821873898,777435,2024-04-07
0821872762,62964,2021-05-31
0821893107,110100,2022-01-10
0821545697,26936,2020-12-25
0821936493,219545,2022-08-14
0822236838,71325,2021-07-14
0821586869,16781,2020-11-02
0822243812,84606,2021-09-14
0822236489,290052,2022-09-10
0822315793,793246,2024-06-12
0822234774,107666,2021-12-23
0822244113,841445,2024-12-31
0822296226,817046,2024-10-02
0821934209,56647,2021-05-06
1850035552,114184,2022-01-31
1850038113,122318,2022-03-09
0821928633,787630,2024-05-20
0822295981,672707,2023-09-24
0822311178,812118,2024-09-10
0822216092,772652,2024-03-17
0821871542,584349,2023-06-10
0822311637,792830,2024-06-11
0822236711,912662,2025-08-24
0822314806,902286,2025-07-23
0822242882,908137,2025-08-10
0821536249,855033,2025-02-18
0821928377,901042,2025-07-21
0822212551,901583,2025-07-22
1850076063,654598,2023-08-30
0822236462,460478,2023-02-01
0821586700,464947,2023-02-07
0822211707,672529,2023-09-24
0822236024,64078,2021-06-05
0822253433,915756,2025-09-03
0822237074,75843,2021-08-16
0822060979,793505,2024-06-13
0821588305,108043,2021-12-26
0821545739,194312,2022-08-04
0821928633,36144,2021-03-01
0821579555,435491,2022-12-22
0822237218,577116,2023-06-05
0821579933,899909,2025-07-17
0821892844,31176,2021-01-24
0822298811,84333,2021-09-13
0822234895,82136,2021-09-04
0821546029,97647,2021-11-03
0822242972,88202,2021-09-27
0822298369,85695,2021-09-19
1850082078,350862,2022-10-20
0821934209,799428,2024-07-16
0821895422,60781,2021-05-23
0821593101,109254,2022-01-04
V9E0016100,860475,2025-03-05
0821933339,821151,2024-10-21
1850076861,118116,2022-02-19
1850075924,464827,2023-02-07
0821927637,130636,2022-04-17
0822059012,485556,2023-03-05
1850109096,668448,2023-09-18
0822244129,372865,2022-11-08
0821543298,477868,2023-02-23
0821538171,644147,2023-08-15
0821896565,58938,2021-05-17
0821936745,59170,2021-05-18
0821872300,46775,2021-03-29
0822236226,66240,2021-06-15
0821543070,848566,2025-01-28
0821934650,57565,2021-05-08
0822215847,66422,2021-06-17
0822253186,835972,2024-12-12
0821871776,129827,2022-04-12
0821873446,29602,2021-01-15
0821706071,881720,2025-05-19
0821386033,893927,2025-06-29
0821898192,61581,2021-05-26
0822312246,84629,2021-09-14
1850081793,115247,2022-02-04
0822253480,84098,2021-09-12
1850075395,106895,2021-12-20
1850082521,828537,2024-11-18
V9E0016532,857569,2025-02-25
1850077145,112592,2022-01-23
0821930669,777030,2024-04-04
0821874019,830312,2024-11-24
1850054865,122507,2022-03-10
0821934087,786127,2024-05-14
0822297737,795006,2024-06-24
0821538774,6740,2020-09-17
0821931248,113023,2022-01-25
1850080213,192004,2022-08-03
0821546029,9704,2020-10-05
0821570061,878250,2025-05-12
0821585875,4702,2020-08-27
0822243806,894636,2025-06-30
1850050557,193908,2022-08-04
0821897635,464942,2023-02-07
0822240064,69637,2021-07-05
0822208340,107728,2021-12-23
1850039029,785139,2024-05-09
1850077145,773091,2024-03-19
0821537807,757476,2024-01-11
0822240163,886525,2025-06-01
0822298730,785734,2024-05-12
0821873223,29466,2021-01-14
0821211323,581,2019-12-15
1850081723,903164,2025-07-27
0821545697,26938,2020-12-25
0821893435,156869,2022-06-15
0821543273,19565,2020-11-12
0821895422,58392,2021-05-11
0822234163,73907,2021-08-05
0821874039,54130,2021-04-26
0821897829,44377,2021-03-18
0821895618,625868,2023-07-17
0821705852,13617,2020-10-22
0821543471,24800,2020-11-29
0821542655,17783,2020-11-05
0821585798,8322,2020-09-28
0821580238,29555,2021-01-15
0821900985,59330,2021-05-18
0821872762,58558,2021-05-11
0821579459,21123,2020-11-17
1850082521,174468,2022-07-19
1850037848,92618,2021-10-16
0821928118,168065,2022-07-05
0822244185,245220,2022-08-24
0821892762,486113,2023-03-05
0822314924,125935,2022-03-23
1850080183,821982,2024-10-24
0821929769,821746,2024-10-23
1850048185,638104,2023-08-06
1850040014,95600,2021-10-26
1850082190,95088,2021-10-25
0821746589,27414,2020-12-28
0821210954,1135,2020-02-17
0822296098,75173,2021-08-11
0821539895,29559,2021-01-15
0821897938,111368,2022-01-17
0821586915,153432,2022-06-12
0822315560,89684,2021-10-04
0821708604,837167,2024-12-16
1850037855,89924,2021-10-05
0821895880,660467,2023-09-07
0821933317,72571,2021-07-31
1850048324,103545,2021-12-01
0821871694,912086,2025-08-21
0821933064,162224,2022-06-23
0822244138,160897,2022-06-21
0821536616,173840,2022-07-18
1850056206,889127,2025-06-12
1850108606,188721,2022-08-02
0821932005,899164,2025-07-15
1850030051,237474,2022-08-22
1850080087,104476,2021-12-07
1850032814,309069,2022-09-19
0821587859,173938,2022-07-19
0822253613,82590,2021-09-06
0822063206,625744,2023-07-17
0822211494,673231,2023-09-25
1850035855,99050,2021-11-10
0822244113,149467,2022-06-07
0821211449,164760,2022-06-28
1850079005,330228,2022-10-03
0821587161,896405,2025-07-07
0822240138,672578,2023-09-24
0822061423,552517,2023-05-14
1850047754,879698,2025-05-15
0821928473,133199,2022-05-08
0821546012,7464,2020-09-24
0821746604,56661,2021-05-06
0821896711,49940,2021-04-13
0821707620,10009,2020-10-07
0821894467,43965,2021-03-17
0821871776,33436,2021-02-09
0821706471,256872,2022-08-28
1850038054,759551,2024-01-21
0821871542,709201,2023-12-06
0821895127,361174,2022-10-29
0821588850,785227,2024-05-09
0821872142,32726,2021-02-06
0821570144,309268,2022-09-19
0822242972,88207,2021-09-27
0821591170,460526,2023-02-01
0822237090,76115,2021-08-17
0821929322,866071,2025-03-24
0821579956,829320,2024-11-20
V9E0011733,886206,2025-05-31
0821871703,173614,2022-07-18
0822254012,779485,2024-04-16
0822244269,82544,2021-09-06
0821546094,814187,2024-09-19
1850079535,790988,2024-06-04
1850073628,889069,2025-06-11
0822064682,179322,2022-07-26
0822064225,802052,2024-07-28
0821897364,141626,2022-05-29
0822236049,100782,2021-11-17
0821931998,159726,2022-06-20
0821896181,493639,2023-03-15
0821386187,190049,2022-08-02
0822235253,242555,2022-08-23
0821874039,52966,2021-04-23
1850077090,97965,2021-11-04
0821932007,845759,2025-01-19
0821589431,794006,2024-06-17
0821930099,789375,2024-05-28
0821588850,807145,2024-08-19
0822234317,119925,2022-02-28
0821707970,711220,2023-12-14
0821707377,855117,2025-02-18
0821934138,901613,2025-07-22
0821542772,102475,2021-11-25
1850076535,633500,2023-07-31
0822242690,587333,2023-06-12
1850075845,902047,2025-07-23
1850021688,121614,2022-03-07
1850077444,106099,2021-12-15
1850109006,146364,2022-06-04
0821539145,799441,2024-07-16
1850049124,839413,2024-12-24
0822243075,69581,2021-07-05
0822236551,130265,2022-04-14
0821897533,157118,2022-06-16
1850109096,318353,2022-09-25
0822242891,673426,2023-09-25
V9E0011866,865763,2025-03-23
0822237713,493429,2023-03-14
0822060399,818281,2024-10-08
0822311780,863031,2025-03-13
0822312251,445336,2023-01-09
0821873197,881887,2025-05-19
0822235470,803801,2024-08-05
0821706520,762855,2024-02-05
0821706179,14419,2020-10-25
0821931955,849674,2025-02-02
0821873792,896666,2025-07-09
0821587464,15167,2020-10-27
0821539997,17657,2020-11-05
0821895422,58387,2021-05-11
0822064104,65064,2021-06-07
0821873984,172601,2022-07-17
0821580783,135528,2022-05-17
0821708746,887279,2025-06-03
0822060747,896109,2025-07-06
0822237399,75730,2021-08-15
0821893092,847080,2025-01-22
1850082924,160880,2022-06-21
0821900759,787535,2024-05-20
1850037232,89867,2021-10-04
0821898103,55580,2021-05-04
0821798840,451771,2023-01-18
0822237466,135484,2022-05-17
0821928071,136145,2022-05-19
0822298000,571155,2023-05-30
0822063111,114602,2022-02-01
1850079005,104345,2021-12-06
0822240222,707685,2023-11-30
0822060999,208734,2022-08-10
1850022348,668621,2023-09-18
V9E0012900,884015,2025-05-25
0822236651,805862,2024-08-14
0822253604,460640,2023-02-01
0821932946,582106,2023-06-08
0822236180,706148,2023-11-26
0822298660,87662,2021-09-26
0822234561,781379,2024-04-24
0821873024,88595,2021-09-29
0822253626,95506,2021-10-26
0821895441,115465,2022-02-06
0821935135,164279,2022-06-27
0822234557,168073,2022-07-05
0821705117,432702,2022-12-18
0821386381,443321,2023-01-05
0821930979,572279,2023-05-31
0822061792,701553,2023-11-08
0821585930,34513,2021-02-16
0822215523,70820,2021-07-11
0821900907,67510,2021-06-24
0821896141,51815,2021-04-19
0821543097,512185,2023-04-13
0821588305,570152,2023-05-30
0821705449,834666,2024-12-08
0821211216,848452,2025-01-28
0821350417,3472,2020-08-13
0821897358,512030,2023-04-12
0822062370,671029,2023-09-21
0822059590,77538,2021-08-23
0822311574,498333,2023-03-21
0821543273,63377,2021-06-02
0821579459,21078,2020-11-17
0821543471,24922,2020-11-29
0822207592,69392,2021-07-04
0822236492,74440,2021-08-09
0821928588,507454,2023-04-05
0821543149,879718,2025-05-15
0821586371,129929,2022-04-13
0821871290,44533,2021-03-20
0821706179,189026,2022-08-02
1850049419,278869,2022-09-06
0821928092,443170,2023-01-05
0822236339,78362,2021-08-25
0821386033,2003,2020-06-15
0821893296,408329,2022-11-16
0822234436,760427,2024-01-24
0821896908,826601,2024-11-11
0822058103,149952,2022-06-08
0821871622,48703,2021-04-10
0822239060,857547,2025-02-25
0822237278,903329,2025-07-27
0821797574,761241,2024-01-29
0821748553,760110,2024-01-23
1850055472,775305,2024-03-28
0821546094,798340,2024-07-10
0822253148,816950,2024-10-01
0821579883,871131,2025-04-14
0821708964,870086,2025-04-10
0821538695,599154,2023-06-20
0822234561,168523,2022-07-06
0821211012,1262,2020-03-03
0821211366,809,2020-01-19
0821536506,6923,2020-09-20
0821706609,7982,2020-09-27
0821895880,49283,2021-04-11
0821930428,33952,2021-02-13
0821542914,150420,2022-06-08
1850038378,795921,2024-06-29
0821893856,709394,2023-12-07
0821936747,504049,2023-03-30
0821350228,73046,2021-08-02
0822236388,77927,2021-08-24
0821874019,44031,2021-03-17
0821578469,911799,2025-08-20
1850034723,627211,2023-07-19
0821543471,24849,2020-11-29
0821385977,411552,2022-11-19
0821543471,24852,2020-11-29
0822253084,874413,2025-04-27
0821746271,917311,2025-09-09
V9E0011733,886292,2025-05-31
1850038876,814327,2024-09-19
0821543294,811060,2024-09-04
0821935896,836792,2024-12-16
0821895880,845782,2025-01-19
0821542551,20193,2020-11-15
0821871981,113400,2022-01-26
0821210954,1010,2020-02-03
1850078056,796232,2024-07-01
0821589407,32200,2021-02-01
0821545165,25914,2020-12-19
0822236651,71174,2021-07-13
0821932006,844903,2025-01-15
0821893140,135813,2022-05-18
0821586879,18056,2020-11-07
0821588305,823514,2024-10-30
0822243812,109408,2022-01-05
0821797692,902560,2025-07-24
0821570231,3419,2020-08-12
0821871044,32834,2021-02-06
0822314484,885225,2025-05-28
0821542916,32037,2021-02-01
0822242270,93809,2021-10-20
0821871030,109747,2022-01-08
1850079641,100933,2021-11-18
0822061114,129322,2022-04-11
0822234117,137297,2022-05-23
1850083270,99634,2021-11-14
0822211077,134187,2022-05-11
0821929409,443225,2023-01-05
1850077134,791412,2024-06-05
0821928092,890374,2025-06-17
0822208323,909616,2025-08-13
1850037167,147067,2022-06-05
0821746705,27229,2020-12-28
0821746598,27098,2020-12-27
0821932005,44475,2021-03-18
0821935546,57177,2021-05-08
0821386101,52187,2021-04-20
0822064104,881865,2025-05-19
0821897829,664315,2023-09-12
0822254076,87715,2021-09-26
1850038178,92658,2021-10-17
1850080667,95249,2021-10-26
1850039002,89322,2021-09-30
0822063206,119968,2022-02-28
1850057086,123589,2022-03-14
0821545557,169754,2022-07-07
0821872654,897445,2025-07-10
0821590333,123659,2022-03-14
0821872832,130637,2022-04-17
1850036844,420266,2022-11-29
1850035179,361921,2022-10-30
0821580884,701383,2023-11-08
0821211263,761244,2024-01-29
0822242419,816656,2024-09-30
0822295934,862303,2025-03-11
V9E0017970,873060,2025-04-22
0821543646,830343,2024-11-24
1850081286,102936,2021-11-28
0822297672,168840,2022-07-06
0821898283,800142,2024-07-18
0821570474,862085,2025-03-10
1850039895,869139,2025-04-07
0821933457,779208,2024-04-15
0821570061,902767,2025-07-25
0821298630,3834,2020-08-17
0821538396,20925,2020-11-17
0821933042,42540,2021-03-09
0821929227,56691,2021-05-06
0821545697,26941,2020-12-25
0821895422,58498,2021-05-11
0821872762,50945,2021-04-15
0821873230,31228,2021-01-25
0821570257,3184,2020-08-11
0821898234,51963,2021-04-19
0821586463,795172,2024-06-25
0821895422,58412,2021-05-11
0822236554,78971,2021-08-26
0821587088,107715,2021-12-23
1850075624,128929,2022-04-10
1850080335,149841,2022-06-07
0821350142,494709,2023-03-16
0822234541,754031,2023-12-26
0821707472,432453,2022-12-18
0822295928,76163,2021-08-17
1850083095,179530,2022-07-26
0821930314,832907,2024-12-02
0822298169,561326,2023-05-22
0821298489,870298,2025-04-10
0821932562,893045,2025-06-25
1850075268,820223,2024-10-17
0822298146,587072,2023-06-12
0822063924,58171,2021-05-10
0822213105,107598,2021-12-23
1850056206,152323,2022-06-10
1850081009,773083,2024-03-19
0821872857,29331,2021-01-13
0821539895,83594,2021-09-09
0821707302,8091,2020-09-27
0821587391,136699,2022-05-22
0821892412,888977,2025-06-11
1850038168,154652,2022-06-13
0821935718,277541,2022-09-05
0821897459,279008,2022-09-06
0821542707,427604,2022-12-10
0822315793,445786,2023-01-10
0821895422,62553,2021-05-30
0821586954,26450,2020-12-23
1850075844,485989,2023-03-05
0821891142,664325,2023-09-12
0821929822,82714,2021-09-06
0821895340,52587,2021-04-22
0822061181,61517,2021-05-26
1850026066,362157,2022-10-30
0821933349,50107,2021-04-13
0821545697,26927,2020-12-25
0821873903,118485,2022-02-21
1180120812,904158,2025-07-29
0821592989,126581,2022-03-27
0822240174,77146,2021-08-21
0821894025,337013,2022-10-09
0821931072,219404,2022-08-14
0822320181,417084,2022-11-24
0821894650,480225,2023-02-26
0822298771,81271,2021-08-31
1850039505,89323,2021-09-30
0821931741,109292,2022-01-04
0821545697,26939,2020-12-25
0821898239,127106,2022-03-29
0822233472,69179,2021-07-04
V9E0017631,907171,2025-08-06
0822237447,67593,2021-06-26
0821705646,424314,2022-12-05
0821894467,483608,2023-03-02
0822240747,538232,2023-05-04
0821588651,763453,2024-02-07
1850047487,95244,2021-10-26
1850079584,791044,2024-06-04
0821385788,761243,2024-01-29
V9E0007302,869426,2025-04-08
0821537198,619629,2023-07-06
0821936709,132306,2022-04-26
1850074022,817145,2024-10-02
0821931194,837984,2024-12-18
0821586371,886704,2025-06-01
1850022348,254332,2022-08-27
0821705593,819107,2024-10-13
0822253613,813699,2024-09-17
1850108530,475258,2023-02-20
0821935066,752609,2023-12-20
1850076357,313675,2022-09-22
0822242022,908621,2025-08-11
1850108877,837451,2024-12-17
1850082002,802466,2024-07-30
0821934112,102508,2021-11-25
1850033419,841767,2025-01-02
0821935147,107162,2021-12-21
0822311178,859545,2025-03-03
0821897364,883363,2025-05-22
V9E0014377,866544,2025-03-25
0822311764,909641,2025-08-13
0821930238,827133,2024-11-12
0822237399,901012,2025-07-20
0821586822,44181,2021-03-17
0822315560,668517,2023-09-18
0822234388,119504,2022-02-25
0821930979,449918,2023-01-16
0821570264,450951,2023-01-17
0822062146,61621,2021-05-26
0821894521,758372,2024-01-15
0821588815,22771,2020-11-20
0822239231,74617,2021-08-10
0821896339,509443,2023-04-09
0821586972,366272,2022-11-02
0822059486,110685,2022-01-12
1850048577,813113,2024-09-15
0822062999,906451,2025-08-04
0822235368,75541,2021-08-15
0821932451,42972,2021-03-11
0821542916,32128,2021-02-01
0821587773,846006,2025-01-19
0822211077,883873,2025-05-24
0821896168,882738,2025-05-21
1850034492,506500,2023-04-04
1850108520,144891,2022-06-02
0821872561,129678,2022-04-12
0822254255,869869,2025-04-09
0821351832,5195,2020-09-01
0821294257,506642,2023-04-04
0821930238,771228,2024-03-10
0821579988,900863,2025-07-20
0821591162,899873,2025-07-17
1850080741,866507,2025-03-25
0821931329,883350,2025-05-22
1850041603,703911,2023-11-16
0821746763,32907,2021-02-07
0822240258,888969,2025-06-11
0821350501,4203,2020-08-23
0821589217,89582,2021-10-03
0821933678,64977,2021-06-07
1850042232,101745,2021-11-22
0821931410,120600,2022-03-02
1850052885,126773,2022-03-28
0822243500,129283,2022-04-11
0821933237,771841,2024-03-13
0822236917,67640,2021-06-26
0821536124,8649,2020-09-29
0821935151,125279,2022-03-20
1850077231,244134,2022-08-24
0821872762,50953,2021-04-15
0822240985,69894,2021-07-05
0821579849,19627,2020-11-12
0821748384,133847,2022-05-11
0821707480,442182,2023-01-03
1850077556,507800,2023-04-06
0821929489,370524,2022-11-06
1850038182,351562,2022-10-20
0821708003,9318,2020-10-03
0821543471,24888,2020-11-29
0821928429,97043,2021-10-31
1850055472,97145,2021-10-31
0821893140,169640,2022-07-07
0821538171,17981,2020-11-06
0821931072,54509,2021-04-27
0821298623,327418,2022-10-01
0822058679,80902,2021-08-30
1850108557,92388,2021-10-14
1850108597,90593,2021-10-09
1850038182,96081,2021-10-28
0822237308,93859,2021-10-20
0821929227,106248,2021-12-16
0822298344,107129,2021-12-21
1850048612,112989,2022-01-25
1850039294,810569,2024-09-03
0821800848,823532,2024-10-30
1850025277,122430,2022-03-09
0821892392,435500,2022-12-22
0822242276,917767,2025-09-10
1850076247,818394,2024-10-09
0821578585,175212,2022-07-20
0822241132,206697,2022-08-09
0821931951,874434,2025-04-27
0822238588,899022,2025-07-15
0822312693,902294,2025-07-23
0821895199,39126,2021-03-03
1850038178,428545,2022-12-12
0822064633,767726,2024-02-25
0822242972,642185,2023-08-12
0821350228,4141,2020-08-22
0821586140,26171,2020-12-19
0821537026,806305,2024-08-15
0821901050,60612,2021-05-23
0821934112,76743,2021-08-19
0821579459,21186,2020-11-17
0821539145,33107,2021-02-07
0821545697,26933,2020-12-25
0821586381,798070,2024-07-09
0821897050,773424,2024-03-20
0822211077,78759,2021-08-26
0821538757,805501,2024-08-13
0821893296,771855,2024-03-13
0822242741,84661,2021-09-14
1850042237,695322,2023-10-26
0821536385,857474,2025-02-25
0822235052,99162,2021-11-11
0822233962,901108,2025-07-21
0821928715,901224,2025-07-21
0821934760,252320,2022-08-27
0821932451,108452,2021-12-29
0822296175,105305,2021-12-12
0821933499,104820,2021-12-09
1180128778,904397,2025-07-29
0822315008,131956,2022-04-24
0822236635,154278,2022-06-13
0821933455,166713,2022-07-03
1850056188,429899,2022-12-14
0821579438,30799,2021-01-21
0821709443,9908,2020-10-06
0822253186,96345,2021-10-28
0821897880,57114,2021-05-07
0821933455,112847,2022-01-24
V9E0011733,889490,2025-06-13
0821536186,6262,2020-09-13
0821932966,35630,2021-02-23
0821872762,49829,2021-04-13
0821895719,44388,2021-03-18
0821927537,49720,2021-04-12
1850075844,685444,2023-10-12
0822239779,909413,2025-08-13
0821898710,901219,2025-07-21
0821348711,2640,2020-07-16
0821895422,63764,2021-06-03
0822239419,71008,2021-07-13
1850080215,98388,2021-11-07
0822237466,75695,2021-08-15
1850056390,99630,2021-11-14
0821933455,597942,2023-06-20
0822237064,76501,2021-08-18
0821536554,5259,2020-09-02
0822235599,67260,2021-06-23
1850080215,329855,2022-10-03
0821873197,52999,2021-04-23
0821538805,47799,2021-04-04
0821536405,416863,2022-11-24
0821893398,125751,2022-03-22
0821745795,134240,2022-05-12
1850082874,752134,2023-12-19
0821897241,366111,2022-11-02
0821892708,501496,2023-03-26
0821897144,755852,2024-01-04
0822024204,78555,2021-08-25
0821928816,125647,2022-03-22
1850029916,782821,2024-04-30
0821709443,45110,2021-03-22
0821929239,70954,2021-07-12
0822236492,896110,2025-07-06
0821931764,174363,2022-07-19
1850036911,310830,2022-09-20
1850047356,129215,2022-04-11
1850031534,657476,2023-09-03
1850049113,100342,2021-11-16
0821897358,110030,2022-01-09
0822253747,85682,2021-09-18
0822315531,98658,2021-11-09
0821543733,125235,2022-03-20
0821797692,52704,2021-04-22
0821933376,109343,2022-01-04
1850035786,764984,2024-02-13
1850042045,152427,2022-06-11
0821932237,43897,2021-03-16
1850042080,91718,2021-10-12
0822065605,89184,2021-09-30
0822242270,785038,2024-05-09
1850080215,889932,2025-06-15
1850077324,870583,2025-04-12
0821707474,11513,2020-10-14
0821579883,24418,2020-11-28
1850073387,187235,2022-08-01
0821580321,709368,2023-12-07
0822242395,74649,2021-08-10
0821536863,14712,2020-10-26
0821895422,62345,2021-05-29
0821588231,75340,2021-08-13
0821543097,23385,2020-11-23
0821800547,26058,2020-12-19
0821543471,24930,2020-11-29
0821932007,406911,2022-11-14
0821536254,4605,2020-08-26
0821891929,839146,2024-12-23
